time_period,financial_quarter,sending_location,age_group,level_of_service,hours_order,nclient,percentage
Financial Quarter,2019/20 Q4,Aberdeenshire,18-64 years,10+ hours,4,125,37.3
Financial Quarter,2019/20 Q4,Aberdeenshire,18-64 years,Unknown,5,0,0
Financial Quarter,2019/20 Q4,Aberdeenshire,65-74 years,0 - <2 hours,1,25,7.4
Financial Quarter,2019/20 Q4,Aberdeenshire,65-74 years,2 - <4 hours,2,65,19.1
Financial Quarter,2019/20 Q4,Aberdeenshire,65-74 years,4 - <10 hours,3,120,35.3
Financial Quarter,2019/20 Q4,Aberdeenshire,65-74 years,10+ hours,4,130,38.2
Financial Quarter,2019/20 Q4,Aberdeenshire,65-74 years,Unknown,5,0,0
Financial Quarter,2019/20 Q4,Aberdeenshire,75-84 years,0 - <2 hours,1,120,14
Financial Quarter,2019/20 Q4,Aberdeenshire,75-84 years,2 - <4 hours,2,155,18.1
Financial Quarter,2019/20 Q4,Aberdeenshire,75-84 years,4 - <10 hours,3,305,35.7
Financial Quarter,2019/20 Q4,Aberdeenshire,75-84 years,10+ hours,4,275,32.2
Financial Quarter,2019/20 Q4,Aberdeenshire,75-84 years,Unknown,5,0,0
Financial Quarter,2019/20 Q4,Aberdeenshire,85+ years,0 - <2 hours,1,120,12.4
Financial Quarter,2019/20 Q4,Aberdeenshire,85+ years,2 - <4 hours,2,145,15
Financial Quarter,2019/20 Q4,Aberdeenshire,85+ years,4 - <10 hours,3,370,38.3
Financial Quarter,2019/20 Q4,Aberdeenshire,85+ years,10+ hours,4,330,34.2
Financial Quarter,2019/20 Q4,Aberdeenshire,85+ years,Unknown,5,0,0
Financial Quarter,2019/20 Q4,Aberdeenshire,Unknown,0 - <2 hours,1,0,NA
Financial Quarter,2019/20 Q4,Aberdeenshire,Unknown,2 - <4 hours,2,0,NA
Financial Quarter,2019/20 Q4,Aberdeenshire,Unknown,4 - <10 hours,3,0,NA
Financial Quarter,2019/20 Q4,Aberdeenshire,Unknown,10+ hours,4,0,NA
Financial Quarter,2019/20 Q4,Aberdeenshire,Unknown,Unknown,5,0,NA
Financial Quarter,2020/21 Q1,Aberdeenshire,All Ages,0 - <2 hours,1,265,11.1
Financial Quarter,2020/21 Q1,Aberdeenshire,All Ages,2 - <4 hours,2,415,17.4
Financial Quarter,2020/21 Q1,Aberdeenshire,All Ages,4 - <10 hours,3,825,34.6
Financial Quarter,2020/21 Q1,Aberdeenshire,All Ages,10+ hours,4,880,36.9
Financial Quarter,2020/21 Q1,Aberdeenshire,All Ages,Unknown,5,0,0
Financial Quarter,2020/21 Q1,Aberdeenshire,0-17 years,0 - <2 hours,1,0,NA
Financial Quarter,2020/21 Q1,Aberdeenshire,0-17 years,2 - <4 hours,2,0,NA
Financial Quarter,2020/21 Q1,Aberdeenshire,0-17 years,4 - <10 hours,3,0,NA
Financial Quarter,2020/21 Q1,Aberdeenshire,0-17 years,10+ hours,4,0,NA
Financial Quarter,2020/21 Q1,Aberdeenshire,0-17 years,Unknown,5,0,NA
Financial Quarter,2020/21 Q1,Aberdeenshire,18-64 years,0 - <2 hours,1,30,9.8
Financial Quarter,2020/21 Q1,Aberdeenshire,18-64 years,2 - <4 hours,2,65,21.3
Financial Quarter,2020/21 Q1,Aberdeenshire,18-64 years,4 - <10 hours,3,105,34.4
Financial Quarter,2020/21 Q1,Aberdeenshire,18-64 years,10+ hours,4,105,34.4
Financial Quarter,2020/21 Q1,Aberdeenshire,18-64 years,Unknown,5,0,0
Financial Quarter,2020/21 Q1,Aberdeenshire,65-74 years,0 - <2 hours,1,25,7.7
Financial Quarter,2020/21 Q1,Aberdeenshire,65-74 years,2 - <4 hours,2,60,18.5
Financial Quarter,2020/21 Q1,Aberdeenshire,65-74 years,4 - <10 hours,3,110,33.8
Financial Quarter,2020/21 Q1,Aberdeenshire,65-74 years,10+ hours,4,130,40
Financial Quarter,2020/21 Q1,Aberdeenshire,65-74 years,Unknown,5,0,0
Financial Quarter,2020/21 Q1,Aberdeenshire,75-84 years,0 - <2 hours,1,95,12.1
Financial Quarter,2020/21 Q1,Aberdeenshire,75-84 years,2 - <4 hours,2,135,17.2
Financial Quarter,2020/21 Q1,Aberdeenshire,75-84 years,4 - <10 hours,3,270,34.4
Financial Quarter,2020/21 Q1,Aberdeenshire,75-84 years,10+ hours,4,285,36.3
Financial Quarter,2020/21 Q1,Aberdeenshire,75-84 years,Unknown,5,0,0
Financial Quarter,2020/21 Q1,Aberdeenshire,85+ years,0 - <2 hours,1,120,12.2
Financial Quarter,2020/21 Q1,Aberdeenshire,85+ years,2 - <4 hours,2,155,15.8
Financial Quarter,2020/21 Q1,Aberdeenshire,85+ years,4 - <10 hours,3,345,35.2
Financial Quarter,2020/21 Q1,Aberdeenshire,85+ years,10+ hours,4,360,36.7
Financial Quarter,2020/21 Q1,Aberdeenshire,85+ years,Unknown,5,0,0
Financial Quarter,2020/21 Q1,Aberdeenshire,Unknown,0 - <2 hours,1,0,NA
Financial Quarter,2020/21 Q1,Aberdeenshire,Unknown,2 - <4 hours,2,0,NA
Financial Quarter,2020/21 Q1,Aberdeenshire,Unknown,4 - <10 hours,3,0,NA
Financial Quarter,2020/21 Q1,Aberdeenshire,Unknown,10+ hours,4,0,NA
Financial Quarter,2020/21 Q1,Aberdeenshire,Unknown,Unknown,5,0,NA
Financial Quarter,2020/21 Q2,Aberdeenshire,All Ages,0 - <2 hours,1,265,10.5
Financial Quarter,2020/21 Q2,Aberdeenshire,All Ages,2 - <4 hours,2,480,18.9
Financial Quarter,2020/21 Q2,Aberdeenshire,All Ages,4 - <10 hours,3,850,33.5
Financial Quarter,2020/21 Q2,Aberdeenshire,All Ages,10+ hours,4,940,37.1
Financial Quarter,2020/21 Q2,Aberdeenshire,All Ages,Unknown,5,0,0
Financial Quarter,2020/21 Q2,Aberdeenshire,0-17 years,0 - <2 hours,1,0,NA
Financial Quarter,2020/21 Q2,Aberdeenshire,0-17 years,2 - <4 hours,2,0,NA
Financial Quarter,2020/21 Q2,Aberdeenshire,0-17 years,4 - <10 hours,3,0,NA
Financial Quarter,2020/21 Q2,Aberdeenshire,0-17 years,10+ hours,4,0,NA
Financial Quarter,2020/21 Q2,Aberdeenshire,0-17 years,Unknown,5,0,NA
Financial Quarter,2020/21 Q2,Aberdeenshire,18-64 years,0 - <2 hours,1,30,9
Financial Quarter,2020/21 Q2,Aberdeenshire,18-64 years,2 - <4 hours,2,75,22.4
Financial Quarter,2020/21 Q2,Aberdeenshire,18-64 years,4 - <10 hours,3,105,31.3
Financial Quarter,2020/21 Q2,Aberdeenshire,18-64 years,10+ hours,4,125,37.3
Financial Quarter,2020/21 Q2,Aberdeenshire,18-64 years,Unknown,5,0,0
Financial Quarter,2020/21 Q2,Aberdeenshire,65-74 years,0 - <2 hours,1,30,8.6
Financial Quarter,2020/21 Q2,Aberdeenshire,65-74 years,2 - <4 hours,2,70,20
Financial Quarter,2020/21 Q2,Aberdeenshire,65-74 years,4 - <10 hours,3,115,32.9
Financial Quarter,2020/21 Q2,Aberdeenshire,65-74 years,10+ hours,4,135,38.6
Financial Quarter,2020/21 Q2,Aberdeenshire,65-74 years,Unknown,5,0,0
Financial Quarter,2020/21 Q2,Aberdeenshire,75-84 years,0 - <2 hours,1,95,11.3
Financial Quarter,2020/21 Q2,Aberdeenshire,75-84 years,2 - <4 hours,2,165,19.6
Financial Quarter,2020/21 Q2,Aberdeenshire,75-84 years,4 - <10 hours,3,275,32.7
Financial Quarter,2020/21 Q2,Aberdeenshire,75-84 years,10+ hours,4,305,36.3
Financial Quarter,2020/21 Q2,Aberdeenshire,75-84 years,Unknown,5,0,0
Financial Quarter,2020/21 Q2,Aberdeenshire,85+ years,0 - <2 hours,1,110,10.9
Financial Quarter,2020/21 Q2,Aberdeenshire,85+ years,2 - <4 hours,2,170,16.8
Financial Quarter,2020/21 Q2,Aberdeenshire,85+ years,4 - <10 hours,3,355,35.1
Financial Quarter,2020/21 Q2,Aberdeenshire,85+ years,10+ hours,4,375,37.1
Financial Quarter,2020/21 Q2,Aberdeenshire,85+ years,Unknown,5,0,0
Financial Quarter,2020/21 Q2,Aberdeenshire,Unknown,0 - <2 hours,1,0,NA
Financial Quarter,2020/21 Q2,Aberdeenshire,Unknown,2 - <4 hours,2,0,NA
Financial Quarter,2020/21 Q2,Aberdeenshire,Unknown,4 - <10 hours,3,0,NA
Financial Quarter,2020/21 Q2,Aberdeenshire,Unknown,10+ hours,4,0,NA
Financial Quarter,2020/21 Q2,Aberdeenshire,Unknown,Unknown,5,0,NA
Financial Quarter,2020/21 Q3,Aberdeenshire,All Ages,0 - <2 hours,1,255,10
Financial Quarter,2020/21 Q3,Aberdeenshire,All Ages,2 - <4 hours,2,490,19.1
Financial Quarter,2020/21 Q3,Aberdeenshire,All Ages,4 - <10 hours,3,840,32.8
Financial Quarter,2020/21 Q3,Aberdeenshire,All Ages,10+ hours,4,975,38.1
Financial Quarter,2020/21 Q3,Aberdeenshire,All Ages,Unknown,5,0,0
Financial Quarter,2020/21 Q3,Aberdeenshire,0-17 years,0 - <2 hours,1,0,NA
Financial Quarter,2020/21 Q3,Aberdeenshire,0-17 years,2 - <4 hours,2,0,NA
Financial Quarter,2020/21 Q3,Aberdeenshire,0-17 years,4 - <10 hours,3,0,NA
Financial Quarter,2020/21 Q3,Aberdeenshire,0-17 years,10+ hours,4,0,NA
Financial Quarter,2020/21 Q3,Aberdeenshire,0-17 years,Unknown,5,0,NA
Financial Quarter,2020/21 Q3,Aberdeenshire,18-64 years,0 - <2 hours,1,35,10.1
Financial Quarter,2020/21 Q3,Aberdeenshire,18-64 years,2 - <4 hours,2,75,21.7
Financial Quarter,2020/21 Q3,Aberdeenshire,18-64 years,4 - <10 hours,3,105,30.4
Financial Quarter,2020/21 Q3,Aberdeenshire,18-64 years,10+ hours,4,130,37.7
Financial Quarter,2020/21 Q3,Aberdeenshire,18-64 years,Unknown,5,0,0
Financial Quarter,2020/21 Q3,Aberdeenshire,65-74 years,0 - <2 hours,1,30,7.7
Financial Quarter,2020/21 Q3,Aberdeenshire,65-74 years,2 - <4 hours,2,85,21.8
Financial Quarter,2020/21 Q3,Aberdeenshire,65-74 years,4 - <10 hours,3,120,30.8
Financial Quarter,2020/21 Q3,Aberdeenshire,65-74 years,10+ hours,4,155,39.7
Financial Quarter,2020/21 Q3,Aberdeenshire,65-74 years,Unknown,5,0,0
Financial Quarter,2020/21 Q3,Aberdeenshire,75-84 years,0 - <2 hours,1,85,9.9
Financial Quarter,2020/21 Q3,Aberdeenshire,75-84 years,2 - <4 hours,2,175,20.3
Financial Quarter,2020/21 Q3,Aberdeenshire,75-84 years,4 - <10 hours,3,295,34.3
Financial Quarter,2020/21 Q3,Aberdeenshire,75-84 years,10+ hours,4,305,35.5
Financial Quarter,2020/21 Q3,Aberdeenshire,75-84 years,Unknown,5,0,0
Financial Quarter,2020/21 Q3,Aberdeenshire,85+ years,0 - <2 hours,1,110,11.3
Financial Quarter,2020/21 Q3,Aberdeenshire,85+ years,2 - <4 hours,2,155,16
Financial Quarter,2020/21 Q3,Aberdeenshire,85+ years,4 - <10 hours,3,320,33
Financial Quarter,2020/21 Q3,Aberdeenshire,85+ years,10+ hours,4,385,39.7
Financial Quarter,2020/21 Q3,Aberdeenshire,85+ years,Unknown,5,0,0
Financial Quarter,2020/21 Q3,Aberdeenshire,Unknown,0 - <2 hours,1,0,NA
Financial Quarter,2020/21 Q3,Aberdeenshire,Unknown,2 - <4 hours,2,0,NA
Financial Quarter,2020/21 Q3,Aberdeenshire,Unknown,4 - <10 hours,3,0,NA
Financial Quarter,2020/21 Q3,Aberdeenshire,Unknown,10+ hours,4,0,NA
Financial Quarter,2020/21 Q3,Aberdeenshire,Unknown,Unknown,5,0,NA
Financial Quarter,2020/21 Q4,Aberdeenshire,All Ages,0 - <2 hours,1,295,11.3
Financial Quarter,2020/21 Q4,Aberdeenshire,All Ages,2 - <4 hours,2,405,15.5
Financial Quarter,2020/21 Q4,Aberdeenshire,All Ages,4 - <10 hours,3,915,34.9
Financial Quarter,2020/21 Q4,Aberdeenshire,All Ages,10+ hours,4,1005,38.4
Financial Quarter,2020/21 Q4,Aberdeenshire,All Ages,Unknown,5,0,0
Financial Quarter,2020/21 Q4,Aberdeenshire,0-17 years,0 - <2 hours,1,0,NA
Financial Quarter,2020/21 Q4,Aberdeenshire,0-17 years,2 - <4 hours,2,0,NA
Financial Quarter,2020/21 Q4,Aberdeenshire,0-17 years,4 - <10 hours,3,0,NA
Financial Quarter,2020/21 Q4,Aberdeenshire,0-17 years,10+ hours,4,0,NA
Financial Quarter,2020/21 Q4,Aberdeenshire,0-17 years,Unknown,5,0,NA
Financial Quarter,2020/21 Q4,Aberdeenshire,18-64 years,0 - <2 hours,1,35,9.9
Financial Quarter,2020/21 Q4,Aberdeenshire,18-64 years,2 - <4 hours,2,65,18.3
Financial Quarter,2020/21 Q4,Aberdeenshire,18-64 years,4 - <10 hours,3,120,33.8
Financial Quarter,2020/21 Q4,Aberdeenshire,18-64 years,10+ hours,4,135,38
Financial Quarter,2020/21 Q4,Aberdeenshire,18-64 years,Unknown,5,0,0
Financial Quarter,2020/21 Q4,Aberdeenshire,65-74 years,0 - <2 hours,1,30,7.4
Financial Quarter,2020/21 Q4,Aberdeenshire,65-74 years,2 - <4 hours,2,70,17.3
Financial Quarter,2020/21 Q4,Aberdeenshire,65-74 years,4 - <10 hours,3,150,37
Financial Quarter,2020/21 Q4,Aberdeenshire,65-74 years,10+ hours,4,155,38.3
Financial Quarter,2020/21 Q4,Aberdeenshire,65-74 years,Unknown,5,0,0
Financial Quarter,2020/21 Q4,Aberdeenshire,75-84 years,0 - <2 hours,1,100,11.3
Financial Quarter,2020/21 Q4,Aberdeenshire,75-84 years,2 - <4 hours,2,140,15.8
Financial Quarter,2020/21 Q4,Aberdeenshire,75-84 years,4 - <10 hours,3,300,33.9
Financial Quarter,2020/21 Q4,Aberdeenshire,75-84 years,10+ hours,4,345,39
Financial Quarter,2020/21 Q4,Aberdeenshire,75-84 years,Unknown,5,0,0
Financial Quarter,2020/21 Q4,Aberdeenshire,85+ years,0 - <2 hours,1,135,13.6
Financial Quarter,2020/21 Q4,Aberdeenshire,85+ years,2 - <4 hours,2,135,13.6
Financial Quarter,2020/21 Q4,Aberdeenshire,85+ years,4 - <10 hours,3,345,34.8
Financial Quarter,2020/21 Q4,Aberdeenshire,85+ years,10+ hours,4,375,37.9
Financial Quarter,2020/21 Q4,Aberdeenshire,85+ years,Unknown,5,0,0
Financial Quarter,2020/21 Q4,Aberdeenshire,Unknown,0 - <2 hours,1,0,NA
Financial Quarter,2020/21 Q4,Aberdeenshire,Unknown,2 - <4 hours,2,0,NA
Financial Quarter,2020/21 Q4,Aberdeenshire,Unknown,4 - <10 hours,3,0,NA
Financial Quarter,2020/21 Q4,Aberdeenshire,Unknown,10+ hours,4,0,NA
Financial Quarter,2020/21 Q4,Aberdeenshire,Unknown,Unknown,5,0,NA
Census Week,2017/18,Aberdeenshire,All Ages,0 - <2 hours,1,300,13.3
Census Week,2017/18,Aberdeenshire,All Ages,2 - <4 hours,2,485,21.5
Census Week,2017/18,Aberdeenshire,All Ages,4 - <10 hours,3,735,32.6
Census Week,2017/18,Aberdeenshire,All Ages,10+ hours,4,735,32.6
Census Week,2017/18,Aberdeenshire,All Ages,Unknown,5,0,0
Census Week,2017/18,Aberdeenshire,0-17 years,0 - <2 hours,1,0,NA
Census Week,2017/18,Aberdeenshire,0-17 years,2 - <4 hours,2,0,NA
Census Week,2017/18,Aberdeenshire,0-17 years,4 - <10 hours,3,0,NA
Census Week,2017/18,Aberdeenshire,0-17 years,10+ hours,4,0,NA
Census Week,2017/18,Aberdeenshire,0-17 years,Unknown,5,0,NA
Census Week,2017/18,Aberdeenshire,18-64 years,0 - <2 hours,1,25,9.4
Census Week,2017/18,Aberdeenshire,18-64 years,2 - <4 hours,2,65,24.5
Census Week,2017/18,Aberdeenshire,18-64 years,4 - <10 hours,3,80,30.2
Census Week,2017/18,Aberdeenshire,18-64 years,10+ hours,4,95,35.8
Census Week,2017/18,Aberdeenshire,18-64 years,Unknown,5,0,0
Census Week,2017/18,Aberdeenshire,65-74 years,0 - <2 hours,1,35,10.4
Census Week,2017/18,Aberdeenshire,65-74 years,2 - <4 hours,2,75,22.4
Census Week,2017/18,Aberdeenshire,65-74 years,4 - <10 hours,3,120,35.8
Census Week,2017/18,Aberdeenshire,65-74 years,10+ hours,4,105,31.3
Census Week,2017/18,Aberdeenshire,65-74 years,Unknown,5,0,0
Census Week,2017/18,Aberdeenshire,75-84 years,0 - <2 hours,1,110,14
Census Week,2017/18,Aberdeenshire,75-84 years,2 - <4 hours,2,175,22.3
Census Week,2017/18,Aberdeenshire,75-84 years,4 - <10 hours,3,275,35
Census Week,2017/18,Aberdeenshire,75-84 years,10+ hours,4,225,28.7
Census Week,2017/18,Aberdeenshire,75-84 years,Unknown,5,0,0
Census Week,2017/18,Aberdeenshire,85+ years,0 - <2 hours,1,125,14.5
Census Week,2017/18,Aberdeenshire,85+ years,2 - <4 hours,2,170,19.7
Census Week,2017/18,Aberdeenshire,85+ years,4 - <10 hours,3,260,30.1
Census Week,2017/18,Aberdeenshire,85+ years,10+ hours,4,310,35.8
Census Week,2017/18,Aberdeenshire,85+ years,Unknown,5,0,0
Census Week,2017/18,Aberdeenshire,Unknown,0 - <2 hours,1,0,NA
Census Week,2017/18,Aberdeenshire,Unknown,2 - <4 hours,2,0,NA
Census Week,2017/18,Aberdeenshire,Unknown,4 - <10 hours,3,0,NA
Census Week,2017/18,Aberdeenshire,Unknown,10+ hours,4,0,NA
Census Week,2017/18,Aberdeenshire,Unknown,Unknown,5,0,NA
Census Week,2018/19,Aberdeenshire,All Ages,0 - <2 hours,1,250,12.4
Census Week,2018/19,Aberdeenshire,All Ages,2 - <4 hours,2,410,20.3
Census Week,2018/19,Aberdeenshire,All Ages,4 - <10 hours,3,705,34.9
Census Week,2018/19,Aberdeenshire,All Ages,10+ hours,4,655,32.4
Census Week,2018/19,Aberdeenshire,All Ages,Unknown,5,0,0
Census Week,2018/19,Aberdeenshire,0-17 years,0 - <2 hours,1,0,NA
Census Week,2018/19,Aberdeenshire,0-17 years,2 - <4 hours,2,0,NA
Census Week,2018/19,Aberdeenshire,0-17 years,4 - <10 hours,3,0,NA
Census Week,2018/19,Aberdeenshire,0-17 years,10+ hours,4,0,NA
Census Week,2018/19,Aberdeenshire,0-17 years,Unknown,5,0,NA
Census Week,2018/19,Aberdeenshire,18-64 years,0 - <2 hours,1,20,7.7
Census Week,2018/19,Aberdeenshire,18-64 years,2 - <4 hours,2,45,17.3
Census Week,2018/19,Aberdeenshire,18-64 years,4 - <10 hours,3,105,40.4
Census Week,2018/19,Aberdeenshire,18-64 years,10+ hours,4,90,34.6
Census Week,2018/19,Aberdeenshire,18-64 years,Unknown,5,0,0
Census Week,2018/19,Aberdeenshire,65-74 years,0 - <2 hours,1,20,7
Census Week,2018/19,Aberdeenshire,65-74 years,2 - <4 hours,2,60,21.1
Census Week,2018/19,Aberdeenshire,65-74 years,4 - <10 hours,3,105,36.8
Census Week,2018/19,Aberdeenshire,65-74 years,10+ hours,4,100,35.1
Census Week,2018/19,Aberdeenshire,65-74 years,Unknown,5,0,0
Census Week,2018/19,Aberdeenshire,75-84 years,0 - <2 hours,1,95,13.6
Census Week,2018/19,Aberdeenshire,75-84 years,2 - <4 hours,2,160,22.9
Census Week,2018/19,Aberdeenshire,75-84 years,4 - <10 hours,3,235,33.6
Census Week,2018/19,Aberdeenshire,75-84 years,10+ hours,4,210,30
Census Week,2018/19,Aberdeenshire,75-84 years,Unknown,5,0,0
Census Week,2018/19,Aberdeenshire,85+ years,0 - <2 hours,1,115,14.8
Census Week,2018/19,Aberdeenshire,85+ years,2 - <4 hours,2,145,18.7
Census Week,2018/19,Aberdeenshire,85+ years,4 - <10 hours,3,260,33.5
Census Week,2018/19,Aberdeenshire,85+ years,10+ hours,4,255,32.9
Census Week,2018/19,Aberdeenshire,85+ years,Unknown,5,0,0
Census Week,2018/19,Aberdeenshire,Unknown,0 - <2 hours,1,0,NA
Census Week,2018/19,Aberdeenshire,Unknown,2 - <4 hours,2,0,NA
Census Week,2018/19,Aberdeenshire,Unknown,4 - <10 hours,3,0,NA
Census Week,2018/19,Aberdeenshire,Unknown,10+ hours,4,0,NA
Census Week,2018/19,Aberdeenshire,Unknown,Unknown,5,0,NA
Census Week,2019/20,Aberdeenshire,All Ages,0 - <2 hours,1,280,13.2
Census Week,2019/20,Aberdeenshire,All Ages,2 - <4 hours,2,380,18
Census Week,2019/20,Aberdeenshire,All Ages,4 - <10 hours,3,715,33.8
Census Week,2019/20,Aberdeenshire,All Ages,10+ hours,4,740,35
Census Week,2019/20,Aberdeenshire,All Ages,Unknown,5,0,0
Census Week,2019/20,Aberdeenshire,0-17 years,0 - <2 hours,1,0,NA
Census Week,2019/20,Aberdeenshire,0-17 years,2 - <4 hours,2,0,NA
Census Week,2019/20,Aberdeenshire,0-17 years,4 - <10 hours,3,0,NA
Census Week,2019/20,Aberdeenshire,0-17 years,10+ hours,4,0,NA
Census Week,2019/20,Aberdeenshire,0-17 years,Unknown,5,0,NA
Census Week,2019/20,Aberdeenshire,18-64 years,0 - <2 hours,1,30,10.5
Census Week,2019/20,Aberdeenshire,18-64 years,2 - <4 hours,2,55,19.3
Census Week,2019/20,Aberdeenshire,18-64 years,4 - <10 hours,3,95,33.3
Census Week,2019/20,Aberdeenshire,18-64 years,10+ hours,4,105,36.8
Census Week,2019/20,Aberdeenshire,18-64 years,Unknown,5,0,0
Census Week,2019/20,Aberdeenshire,65-74 years,0 - <2 hours,1,30,10
Census Week,2019/20,Aberdeenshire,65-74 years,2 - <4 hours,2,65,21.7
Census Week,2019/20,Aberdeenshire,65-74 years,4 - <10 hours,3,95,31.7
Census Week,2019/20,Aberdeenshire,65-74 years,10+ hours,4,110,36.7
Census Week,2019/20,Aberdeenshire,65-74 years,Unknown,5,0,0
Census Week,2019/20,Aberdeenshire,75-84 years,0 - <2 hours,1,110,15.2
Census Week,2019/20,Aberdeenshire,75-84 years,2 - <4 hours,2,130,17.9
Census Week,2019/20,Aberdeenshire,75-84 years,4 - <10 hours,3,245,33.8
Census Week,2019/20,Aberdeenshire,75-84 years,10+ hours,4,240,33.1
Census Week,2019/20,Aberdeenshire,75-84 years,Unknown,5,0,0
Census Week,2019/20,Aberdeenshire,85+ years,0 - <2 hours,1,110,13.6
Census Week,2019/20,Aberdeenshire,85+ years,2 - <4 hours,2,135,16.7
Census Week,2019/20,Aberdeenshire,85+ years,4 - <10 hours,3,280,34.6
Census Week,2019/20,Aberdeenshire,85+ years,10+ hours,4,285,35.2
Census Week,2019/20,Aberdeenshire,85+ years,Unknown,5,0,0
Census Week,2019/20,Aberdeenshire,Unknown,0 - <2 hours,1,0,NA
