time_period,financial_quarter,sending_location,age_group,measure,value
Financial Quarter,2020/21 Q1,East Dunbartonshire,All Ages,"Rate per 1,000 Population",12.4
Financial Quarter,2020/21 Q1,East Dunbartonshire,All Ages,Number of People,1345
Financial Quarter,2020/21 Q1,East Dunbartonshire,All Ages,Number of Hours,138095
Financial Quarter,2020/21 Q1,East Lothian,All Ages,"Rate per 1,000 Population",13.5
Financial Quarter,2020/21 Q1,East Lothian,All Ages,Number of People,1460
Financial Quarter,2020/21 Q1,East Lothian,All Ages,Number of Hours,264470
Financial Quarter,2020/21 Q1,East Renfrewshire,All Ages,"Rate per 1,000 Population",12.7
Financial Quarter,2020/21 Q1,East Renfrewshire,All Ages,Number of People,1220
Financial Quarter,2020/21 Q1,East Renfrewshire,All Ages,Number of Hours,125970
Financial Quarter,2020/21 Q1,Falkirk,All Ages,"Rate per 1,000 Population",13
Financial Quarter,2020/21 Q1,Falkirk,All Ages,Number of People,2095
Financial Quarter,2020/21 Q1,Falkirk,All Ages,Number of Hours,152535
Financial Quarter,2020/21 Q1,Fife,All Ages,"Rate per 1,000 Population",9.6
Financial Quarter,2020/21 Q1,Fife,All Ages,Number of People,3575
Financial Quarter,2020/21 Q1,Fife,All Ages,Number of Hours,806100
Financial Quarter,2020/21 Q1,Glasgow City,All Ages,"Rate per 1,000 Population",9.7
Financial Quarter,2020/21 Q1,Glasgow City,All Ages,Number of People,6170
Financial Quarter,2020/21 Q1,Glasgow City,All Ages,Number of Hours,622140
Financial Quarter,2020/21 Q1,Highland,All Ages,"Rate per 1,000 Population",9.1
Financial Quarter,2020/21 Q1,Highland,All Ages,Number of People,2145
Financial Quarter,2020/21 Q1,Highland,All Ages,Number of Hours,191690
Financial Quarter,2020/21 Q1,Inverclyde,All Ages,"Rate per 1,000 Population",16
Financial Quarter,2020/21 Q1,Inverclyde,All Ages,Number of People,1235
Financial Quarter,2020/21 Q1,Inverclyde,All Ages,Number of Hours,74035
Financial Quarter,2020/21 Q1,Midlothian,All Ages,"Rate per 1,000 Population",10.8
Financial Quarter,2020/21 Q1,Midlothian,All Ages,Number of People,1010
Financial Quarter,2020/21 Q1,Midlothian,All Ages,Number of Hours,197140
Financial Quarter,2020/21 Q1,Moray,All Ages,"Rate per 1,000 Population",10.4
Financial Quarter,2020/21 Q1,Moray,All Ages,Number of People,1000
Financial Quarter,2020/21 Q1,Moray,All Ages,Number of Hours,172390
Financial Quarter,2020/21 Q1,North Ayrshire,All Ages,"Rate per 1,000 Population",21.1
Financial Quarter,2020/21 Q1,North Ayrshire,All Ages,Number of People,2835
Financial Quarter,2020/21 Q1,North Ayrshire,All Ages,Number of Hours,357155
Financial Quarter,2020/21 Q1,North Lanarkshire,All Ages,"Rate per 1,000 Population",10.3
Financial Quarter,2020/21 Q1,North Lanarkshire,All Ages,Number of People,3530
Financial Quarter,2020/21 Q1,North Lanarkshire,All Ages,Number of Hours,342660
Financial Quarter,2020/21 Q1,Orkney Islands,All Ages,"Rate per 1,000 Population",8.7
Financial Quarter,2020/21 Q1,Orkney Islands,All Ages,Number of People,195
Financial Quarter,2020/21 Q1,Orkney Islands,All Ages,Number of Hours,18055
Financial Quarter,2020/21 Q1,Perth and Kinross,All Ages,"Rate per 1,000 Population",12.3
Financial Quarter,2020/21 Q1,Perth and Kinross,All Ages,Number of People,1865
Financial Quarter,2020/21 Q1,Perth and Kinross,All Ages,Number of Hours,251905
Financial Quarter,2020/21 Q1,Renfrewshire,All Ages,"Rate per 1,000 Population",12.9
Financial Quarter,2020/21 Q1,Renfrewshire,All Ages,Number of People,2315
Financial Quarter,2020/21 Q1,Renfrewshire,All Ages,Number of Hours,455845
Financial Quarter,2020/21 Q1,Scottish Borders,All Ages,"Rate per 1,000 Population",13.1
Financial Quarter,2020/21 Q1,Scottish Borders,All Ages,Number of People,1505
Financial Quarter,2020/21 Q1,Scottish Borders,All Ages,Number of Hours,133255
Financial Quarter,2020/21 Q1,Shetland,All Ages,"Rate per 1,000 Population",16.6
Financial Quarter,2020/21 Q1,Shetland,All Ages,Number of People,380
Financial Quarter,2020/21 Q1,Shetland,All Ages,Number of Hours,40025
Financial Quarter,2020/21 Q1,South Ayrshire,All Ages,"Rate per 1,000 Population",16.2
Financial Quarter,2020/21 Q1,South Ayrshire,All Ages,Number of People,1815
Financial Quarter,2020/21 Q1,South Ayrshire,All Ages,Number of Hours,405835
Financial Quarter,2020/21 Q1,South Lanarkshire,All Ages,"Rate per 1,000 Population",12.9
Financial Quarter,2020/21 Q1,South Lanarkshire,All Ages,Number of People,4135
Financial Quarter,2020/21 Q1,South Lanarkshire,All Ages,Number of Hours,576930
Financial Quarter,2020/21 Q1,Stirling,All Ages,"Rate per 1,000 Population",14.1
Financial Quarter,2020/21 Q1,Stirling,All Ages,Number of People,1325
Financial Quarter,2020/21 Q1,Stirling,All Ages,Number of Hours,197510
Financial Quarter,2020/21 Q1,West Dunbartonshire,All Ages,"Rate per 1,000 Population",17.1
Financial Quarter,2020/21 Q1,West Dunbartonshire,All Ages,Number of People,1510
Financial Quarter,2020/21 Q1,West Dunbartonshire,All Ages,Number of Hours,101355
Financial Quarter,2020/21 Q1,West Lothian,All Ages,"Rate per 1,000 Population",10.9
Financial Quarter,2020/21 Q1,West Lothian,All Ages,Number of People,1995
Financial Quarter,2020/21 Q1,West Lothian,All Ages,Number of Hours,308030
Financial Quarter,2020/21 Q2,Scotland (Estimated),All Ages,"Rate per 1,000 Population",12.3
Financial Quarter,2020/21 Q2,Scotland (Estimated),All Ages,Number of People,67100
Financial Quarter,2020/21 Q2,Scotland (Estimated),All Ages,Number of Hours,9856205
Financial Quarter,2020/21 Q2,Aberdeen City,All Ages,"Rate per 1,000 Population",9
Financial Quarter,2020/21 Q2,Aberdeen City,All Ages,Number of People,2055
Financial Quarter,2020/21 Q2,Aberdeen City,All Ages,Number of Hours,369025
Financial Quarter,2020/21 Q2,Aberdeenshire,All Ages,"Rate per 1,000 Population",9.7
Financial Quarter,2020/21 Q2,Aberdeenshire,All Ages,Number of People,2535
Financial Quarter,2020/21 Q2,Aberdeenshire,All Ages,Number of Hours,249785
Financial Quarter,2020/21 Q2,Angus,All Ages,"Rate per 1,000 Population",13
Financial Quarter,2020/21 Q2,Angus,All Ages,Number of People,1510
Financial Quarter,2020/21 Q2,Angus,All Ages,Number of Hours,152785
Financial Quarter,2020/21 Q2,Argyll and Bute,All Ages,"Rate per 1,000 Population",19.1
Financial Quarter,2020/21 Q2,Argyll and Bute,All Ages,Number of People,1635
Financial Quarter,2020/21 Q2,Argyll and Bute,All Ages,Number of Hours,296245
Financial Quarter,2020/21 Q2,City of Edinburgh,All Ages,"Rate per 1,000 Population",10.4
Financial Quarter,2020/21 Q2,City of Edinburgh,All Ages,Number of People,5475
Financial Quarter,2020/21 Q2,City of Edinburgh,All Ages,Number of Hours,1441380
Financial Quarter,2020/21 Q2,Clackmannanshire,All Ages,"Rate per 1,000 Population",17.4
Financial Quarter,2020/21 Q2,Clackmannanshire,All Ages,Number of People,890
Financial Quarter,2020/21 Q2,Clackmannanshire,All Ages,Number of Hours,149930
Financial Quarter,2020/21 Q2,Comhairle nan Eilean Siar,All Ages,"Rate per 1,000 Population",12.6
Financial Quarter,2020/21 Q2,Comhairle nan Eilean Siar,All Ages,Number of People,335
Financial Quarter,2020/21 Q2,Comhairle nan Eilean Siar,All Ages,Number of Hours,21085
Financial Quarter,2020/21 Q2,Dumfries and Galloway,All Ages,"Rate per 1,000 Population",16.7
Financial Quarter,2020/21 Q2,Dumfries and Galloway,All Ages,Number of People,2480
Financial Quarter,2020/21 Q2,Dumfries and Galloway,All Ages,Number of Hours,655910
Financial Quarter,2020/21 Q2,Dundee City,All Ages,"Rate per 1,000 Population",12.8
Financial Quarter,2020/21 Q2,Dundee City,All Ages,Number of People,1900
Financial Quarter,2020/21 Q2,Dundee City,All Ages,Number of Hours,240495
Financial Quarter,2020/21 Q2,East Ayrshire,All Ages,"Rate per 1,000 Population",15.9
Financial Quarter,2020/21 Q2,East Ayrshire,All Ages,Number of People,1930
Financial Quarter,2020/21 Q2,East Ayrshire,All Ages,Number of Hours,176970
Financial Quarter,2020/21 Q2,East Dunbartonshire,All Ages,"Rate per 1,000 Population",13.2
Financial Quarter,2020/21 Q2,East Dunbartonshire,All Ages,Number of People,1435
Financial Quarter,2020/21 Q2,East Dunbartonshire,All Ages,Number of Hours,144345
Financial Quarter,2020/21 Q2,East Lothian,All Ages,"Rate per 1,000 Population",13.5
Financial Quarter,2020/21 Q2,East Lothian,All Ages,Number of People,1460
Financial Quarter,2020/21 Q2,East Lothian,All Ages,Number of Hours,272190
Financial Quarter,2020/21 Q2,East Renfrewshire,All Ages,"Rate per 1,000 Population",13.8
Financial Quarter,2020/21 Q2,East Renfrewshire,All Ages,Number of People,1325
Financial Quarter,2020/21 Q2,East Renfrewshire,All Ages,Number of Hours,134855
Financial Quarter,2020/21 Q2,Falkirk,All Ages,"Rate per 1,000 Population",13.1
Financial Quarter,2020/21 Q2,Falkirk,All Ages,Number of People,2110
Financial Quarter,2020/21 Q2,Falkirk,All Ages,Number of Hours,163540
Financial Quarter,2020/21 Q2,Fife,All Ages,"Rate per 1,000 Population",9.9
Financial Quarter,2020/21 Q2,Fife,All Ages,Number of People,3705
Financial Quarter,2020/21 Q2,Fife,All Ages,Number of Hours,833440
Financial Quarter,2020/21 Q2,Glasgow City,All Ages,"Rate per 1,000 Population",10.2
Financial Quarter,2020/21 Q2,Glasgow City,All Ages,Number of People,6515
Financial Quarter,2020/21 Q2,Glasgow City,All Ages,Number of Hours,630715
Financial Quarter,2020/21 Q2,Highland,All Ages,"Rate per 1,000 Population",9.4
Financial Quarter,2020/21 Q2,Highland,All Ages,Number of People,2210
Financial Quarter,2020/21 Q2,Highland,All Ages,Number of Hours,200260
Financial Quarter,2020/21 Q2,Inverclyde,All Ages,"Rate per 1,000 Population",16.9
Financial Quarter,2020/21 Q2,Inverclyde,All Ages,Number of People,1305
Financial Quarter,2020/21 Q2,Inverclyde,All Ages,Number of Hours,79870
Financial Quarter,2020/21 Q2,Midlothian,All Ages,"Rate per 1,000 Population",10.8
Financial Quarter,2020/21 Q2,Midlothian,All Ages,Number of People,1005
Financial Quarter,2020/21 Q2,Midlothian,All Ages,Number of Hours,195125
Financial Quarter,2020/21 Q2,Moray,All Ages,"Rate per 1,000 Population",10.8
Financial Quarter,2020/21 Q2,Moray,All Ages,Number of People,1035
Financial Quarter,2020/21 Q2,Moray,All Ages,Number of Hours,182085
Financial Quarter,2020/21 Q2,North Ayrshire,All Ages,"Rate per 1,000 Population",22.1
Financial Quarter,2020/21 Q2,North Ayrshire,All Ages,Number of People,2965
Financial Quarter,2020/21 Q2,North Ayrshire,All Ages,Number of Hours,368460
Financial Quarter,2020/21 Q2,North Lanarkshire,All Ages,"Rate per 1,000 Population",11.1
Financial Quarter,2020/21 Q2,North Lanarkshire,All Ages,Number of People,3800
Financial Quarter,2020/21 Q2,North Lanarkshire,All Ages,Number of Hours,360440
Financial Quarter,2020/21 Q2,Orkney Islands,All Ages,"Rate per 1,000 Population",8.9
Financial Quarter,2020/21 Q2,Orkney Islands,All Ages,Number of People,200
Financial Quarter,2020/21 Q2,Orkney Islands,All Ages,Number of Hours,18475
Financial Quarter,2020/21 Q2,Perth and Kinross,All Ages,"Rate per 1,000 Population",12.8
Financial Quarter,2020/21 Q2,Perth and Kinross,All Ages,Number of People,1945
Financial Quarter,2020/21 Q2,Perth and Kinross,All Ages,Number of Hours,264405
Financial Quarter,2020/21 Q2,Renfrewshire,All Ages,"Rate per 1,000 Population",13.3
Financial Quarter,2020/21 Q2,Renfrewshire,All Ages,Number of People,2385
Financial Quarter,2020/21 Q2,Renfrewshire,All Ages,Number of Hours,445415
Financial Quarter,2020/21 Q2,Scottish Borders,All Ages,"Rate per 1,000 Population",13.3
Financial Quarter,2020/21 Q2,Scottish Borders,All Ages,Number of People,1535
Financial Quarter,2020/21 Q2,Scottish Borders,All Ages,Number of Hours,137895
Financial Quarter,2020/21 Q2,Shetland,All Ages,"Rate per 1,000 Population",17.1
Financial Quarter,2020/21 Q2,Shetland,All Ages,Number of People,390
Financial Quarter,2020/21 Q2,Shetland,All Ages,Number of Hours,41540
Financial Quarter,2020/21 Q2,South Ayrshire,All Ages,"Rate per 1,000 Population",16.8
Financial Quarter,2020/21 Q2,South Ayrshire,All Ages,Number of People,1880
Financial Quarter,2020/21 Q2,South Ayrshire,All Ages,Number of Hours,419755
Financial Quarter,2020/21 Q2,South Lanarkshire,All Ages,"Rate per 1,000 Population",13.2
Financial Quarter,2020/21 Q2,South Lanarkshire,All Ages,Number of People,4245
Financial Quarter,2020/21 Q2,South Lanarkshire,All Ages,Number of Hours,609040
Financial Quarter,2020/21 Q2,Stirling,All Ages,"Rate per 1,000 Population",14.1
Financial Quarter,2020/21 Q2,Stirling,All Ages,Number of People,1330
Financial Quarter,2020/21 Q2,Stirling,All Ages,Number of Hours,215270
Financial Quarter,2020/21 Q2,West Dunbartonshire,All Ages,"Rate per 1,000 Population",17.8
Financial Quarter,2020/21 Q2,West Dunbartonshire,All Ages,Number of People,1570
Financial Quarter,2020/21 Q2,West Dunbartonshire,All Ages,Number of Hours,109265
Financial Quarter,2020/21 Q2,West Lothian,All Ages,"Rate per 1,000 Population",10.9
Financial Quarter,2020/21 Q2,West Lothian,All Ages,Number of People,2000
Financial Quarter,2020/21 Q2,West Lothian,All Ages,Number of Hours,276205
Financial Quarter,2020/21 Q3,Scotland (Estimated),All Ages,"Rate per 1,000 Population",12.4
Financial Quarter,2020/21 Q3,Scotland (Estimated),All Ages,Number of People,67915
Financial Quarter,2020/21 Q3,Scotland (Estimated),All Ages,Number of Hours,10114600
Financial Quarter,2020/21 Q3,Aberdeen City,All Ages,"Rate per 1,000 Population",8.4
Financial Quarter,2020/21 Q3,Aberdeen City,All Ages,Number of People,1935
Financial Quarter,2020/21 Q3,Aberdeen City,All Ages,Number of Hours,316015
Financial Quarter,2020/21 Q3,Aberdeenshire,All Ages,"Rate per 1,000 Population",9.8
Financial Quarter,2020/21 Q3,Aberdeenshire,All Ages,Number of People,2560
Financial Quarter,2020/21 Q3,Aberdeenshire,All Ages,Number of Hours,260260
Financial Quarter,2020/21 Q3,Angus,All Ages,"Rate per 1,000 Population",13.3
Financial Quarter,2020/21 Q3,Angus,All Ages,Number of People,1535
Financial Quarter,2020/21 Q3,Angus,All Ages,Number of Hours,159375
Financial Quarter,2020/21 Q3,Argyll and Bute,All Ages,"Rate per 1,000 Population",19.1
Financial Quarter,2020/21 Q3,Argyll and Bute,All Ages,Number of People,1635
Financial Quarter,2020/21 Q3,Argyll and Bute,All Ages,Number of Hours,295015
Financial Quarter,2020/21 Q3,City of Edinburgh,All Ages,"Rate per 1,000 Population",10.7
Financial Quarter,2020/21 Q3,City of Edinburgh,All Ages,Number of People,5625
Financial Quarter,2020/21 Q3,City of Edinburgh,All Ages,Number of Hours,1408930
Financial Quarter,2020/21 Q3,Clackmannanshire,All Ages,"Rate per 1,000 Population",17.4
Financial Quarter,2020/21 Q3,Clackmannanshire,All Ages,Number of People,890
Financial Quarter,2020/21 Q3,Clackmannanshire,All Ages,Number of Hours,154750
Financial Quarter,2020/21 Q3,Comhairle nan Eilean Siar,All Ages,"Rate per 1,000 Population",12.8
Financial Quarter,2020/21 Q3,Comhairle nan Eilean Siar,All Ages,Number of People,340
Financial Quarter,2020/21 Q3,Comhairle nan Eilean Siar,All Ages,Number of Hours,21785
Financial Quarter,2020/21 Q3,Dumfries and Galloway,All Ages,"Rate per 1,000 Population",17.6
Financial Quarter,2020/21 Q3,Dumfries and Galloway,All Ages,Number of People,2605
Financial Quarter,2020/21 Q3,Dumfries and Galloway,All Ages,Number of Hours,763840
Financial Quarter,2020/21 Q3,Dundee City,All Ages,"Rate per 1,000 Population",12.9
Financial Quarter,2020/21 Q3,Dundee City,All Ages,Number of People,1920
Financial Quarter,2020/21 Q3,Dundee City,All Ages,Number of Hours,228325
Financial Quarter,2020/21 Q3,East Ayrshire,All Ages,"Rate per 1,000 Population",16.4
Financial Quarter,2020/21 Q3,East Ayrshire,All Ages,Number of People,2000
Financial Quarter,2020/21 Q3,East Ayrshire,All Ages,Number of Hours,209425
Financial Quarter,2020/21 Q3,East Dunbartonshire,All Ages,"Rate per 1,000 Population",13.7
Financial Quarter,2020/21 Q3,East Dunbartonshire,All Ages,Number of People,1490
Financial Quarter,2020/21 Q3,East Dunbartonshire,All Ages,Number of Hours,147470
Financial Quarter,2020/21 Q3,East Lothian,All Ages,"Rate per 1,000 Population",13.3
Financial Quarter,2020/21 Q3,East Lothian,All Ages,Number of People,1435
Financial Quarter,2020/21 Q3,East Lothian,All Ages,Number of Hours,275510
Financial Quarter,2020/21 Q3,East Renfrewshire,All Ages,"Rate per 1,000 Population",13.8
Financial Quarter,2020/21 Q3,East Renfrewshire,All Ages,Number of People,1325
Financial Quarter,2020/21 Q3,East Renfrewshire,All Ages,Number of Hours,135380
Financial Quarter,2020/21 Q3,Falkirk,All Ages,"Rate per 1,000 Population",12.4
Financial Quarter,2020/21 Q3,Falkirk,All Ages,Number of People,1990
Financial Quarter,2020/21 Q3,Falkirk,All Ages,Number of Hours,161740
Financial Quarter,2020/21 Q3,Fife,All Ages,"Rate per 1,000 Population",10
Financial Quarter,2020/21 Q3,Fife,All Ages,Number of People,3725
Financial Quarter,2020/21 Q3,Fife,All Ages,Number of Hours,835120
Financial Quarter,2020/21 Q3,Glasgow City,All Ages,"Rate per 1,000 Population",10.4
Financial Quarter,2020/21 Q3,Glasgow City,All Ages,Number of People,6580
Financial Quarter,2020/21 Q3,Glasgow City,All Ages,Number of Hours,629815
Financial Quarter,2020/21 Q3,Highland,All Ages,"Rate per 1,000 Population",9.7
Financial Quarter,2020/21 Q3,Highland,All Ages,Number of People,2280
Financial Quarter,2020/21 Q3,Highland,All Ages,Number of Hours,209560
Financial Quarter,2020/21 Q3,Inverclyde,All Ages,"Rate per 1,000 Population",17
Financial Quarter,2020/21 Q3,Inverclyde,All Ages,Number of People,1310
Financial Quarter,2020/21 Q3,Inverclyde,All Ages,Number of Hours,84365
Financial Quarter,2020/21 Q3,Midlothian,All Ages,"Rate per 1,000 Population",11.1
Financial Quarter,2020/21 Q3,Midlothian,All Ages,Number of People,1035
Financial Quarter,2020/21 Q3,Midlothian,All Ages,Number of Hours,215225
Financial Quarter,2020/21 Q3,Moray,All Ages,"Rate per 1,000 Population",11
Financial Quarter,2020/21 Q3,Moray,All Ages,Number of People,1055
Financial Quarter,2020/21 Q3,Moray,All Ages,Number of Hours,198900
Financial Quarter,2020/21 Q3,North Ayrshire,All Ages,"Rate per 1,000 Population",22.8
Financial Quarter,2020/21 Q3,North Ayrshire,All Ages,Number of People,3065
Financial Quarter,2020/21 Q3,North Ayrshire,All Ages,Number of Hours,392195
Financial Quarter,2020/21 Q3,North Lanarkshire,All Ages,"Rate per 1,000 Population",11.1
Financial Quarter,2020/21 Q3,North Lanarkshire,All Ages,Number of People,3770
Financial Quarter,2020/21 Q3,North Lanarkshire,All Ages,Number of Hours,365870
Financial Quarter,2020/21 Q3,Orkney Islands,All Ages,"Rate per 1,000 Population",9.2
Financial Quarter,2020/21 Q3,Orkney Islands,All Ages,Number of People,205
Financial Quarter,2020/21 Q3,Orkney Islands,All Ages,Number of Hours,18635
Financial Quarter,2020/21 Q3,Perth and Kinross,All Ages,"Rate per 1,000 Population",12.9
Financial Quarter,2020/21 Q3,Perth and Kinross,All Ages,Number of People,1965
