time_period,financial_quarter,sending_location,age_group,nclient,percentage,scotland_percentage
Census Week,2019/20,South Lanarkshire,All Ages,3390,95.6,92.1
Census Week,2019/20,South Lanarkshire,0-17 years,30,85.7,84.4
Census Week,2019/20,South Lanarkshire,18-64 years,450,78.3,80.1
Census Week,2019/20,South Lanarkshire,65-74 years,505,97.1,93.3
Census Week,2019/20,South Lanarkshire,75-84 years,1210,99.6,95.5
Census Week,2019/20,South Lanarkshire,85+ years,1200,100,95.7
Census Week,2019/20,South Lanarkshire,Unknown,0,0,0
Census Week,2019/20,Stirling,All Ages,1020,84.3,92.1
Census Week,2019/20,Stirling,0-17 years,0,0,84.4
Census Week,2019/20,Stirling,18-64 years,205,55.4,80.1
Census Week,2019/20,Stirling,65-74 years,135,90,93.3
Census Week,2019/20,Stirling,75-84 years,330,98.5,95.5
Census Week,2019/20,Stirling,85+ years,350,98.6,95.7
Census Week,2019/20,Stirling,Unknown,0,0,0
Census Week,2019/20,West Dunbartonshire,All Ages,1440,92.9,92.1
Census Week,2019/20,West Dunbartonshire,0-17 years,0,0,84.4
Census Week,2019/20,West Dunbartonshire,18-64 years,175,85.4,80.1
Census Week,2019/20,West Dunbartonshire,65-74 years,295,93.7,93.3
Census Week,2019/20,West Dunbartonshire,75-84 years,510,94.4,95.5
Census Week,2019/20,West Dunbartonshire,85+ years,460,94.8,95.7
Census Week,2019/20,West Dunbartonshire,Unknown,0,0,0
Census Week,2019/20,West Lothian,All Ages,1640,95.3,92.1
Census Week,2019/20,West Lothian,0-17 years,5,100,84.4
Census Week,2019/20,West Lothian,18-64 years,520,90.4,80.1
Census Week,2019/20,West Lothian,65-74 years,285,96.6,93.3
Census Week,2019/20,West Lothian,75-84 years,465,98.9,95.5
Census Week,2019/20,West Lothian,85+ years,360,97.3,95.7
Census Week,2019/20,West Lothian,Unknown,0,0,0
Census Week,2020/21,Scotland (All Areas Submitted),All Ages,54075,93.1,93.1
Census Week,2020/21,Scotland (All Areas Submitted),0-17 years,100,69,69
Census Week,2020/21,Scotland (All Areas Submitted),18-64 years,9105,78.7,78.7
Census Week,2020/21,Scotland (All Areas Submitted),65-74 years,8690,94.3,94.3
Census Week,2020/21,Scotland (All Areas Submitted),75-84 years,17510,97.2,97.2
Census Week,2020/21,Scotland (All Areas Submitted),85+ years,18670,97.5,97.5
Census Week,2020/21,Scotland (All Areas Submitted),Unknown,0,0,0
Census Week,2020/21,Aberdeen City,All Ages,0,0,93.1
Census Week,2020/21,Aberdeen City,0-17 years,0,0,69
Census Week,2020/21,Aberdeen City,18-64 years,0,0,78.7
Census Week,2020/21,Aberdeen City,65-74 years,0,0,94.3
Census Week,2020/21,Aberdeen City,75-84 years,0,0,97.2
Census Week,2020/21,Aberdeen City,85+ years,0,0,97.5
Census Week,2020/21,Aberdeen City,Unknown,0,0,0
Census Week,2020/21,Aberdeenshire,All Ages,2140,93.4,93.1
Census Week,2020/21,Aberdeenshire,0-17 years,0,0,69
Census Week,2020/21,Aberdeenshire,18-64 years,230,71.9,78.7
Census Week,2020/21,Aberdeenshire,65-74 years,325,92.9,94.3
Census Week,2020/21,Aberdeenshire,75-84 years,745,98,97.2
Census Week,2020/21,Aberdeenshire,85+ years,840,97.7,97.5
Census Week,2020/21,Aberdeenshire,Unknown,0,0,0
Census Week,2020/21,Angus,All Ages,1175,91.4,93.1
Census Week,2020/21,Angus,0-17 years,5,100,69
Census Week,2020/21,Angus,18-64 years,245,80.3,78.7
Census Week,2020/21,Angus,65-74 years,185,92.5,94.3
Census Week,2020/21,Angus,75-84 years,345,93.2,97.2
Census Week,2020/21,Angus,85+ years,395,97.5,97.5
Census Week,2020/21,Angus,Unknown,0,0,0
Census Week,2020/21,Argyll and Bute,All Ages,1320,91.7,93.1
Census Week,2020/21,Argyll and Bute,0-17 years,0,0,69
Census Week,2020/21,Argyll and Bute,18-64 years,215,66.2,78.7
Census Week,2020/21,Argyll and Bute,65-74 years,205,95.3,94.3
Census Week,2020/21,Argyll and Bute,75-84 years,410,98.8,97.2
Census Week,2020/21,Argyll and Bute,85+ years,485,99,97.5
Census Week,2020/21,Argyll and Bute,Unknown,0,0,0
Census Week,2020/21,City of Edinburgh,All Ages,4595,87.6,93.1
Census Week,2020/21,City of Edinburgh,0-17 years,0,0,69
Census Week,2020/21,City of Edinburgh,18-64 years,1265,69.3,78.7
Census Week,2020/21,City of Edinburgh,65-74 years,685,91.9,94.3
Census Week,2020/21,City of Edinburgh,75-84 years,1160,98.7,97.2
Census Week,2020/21,City of Edinburgh,85+ years,1485,99.3,97.5
Census Week,2020/21,City of Edinburgh,Unknown,0,0,0
Census Week,2020/21,Clackmannanshire,All Ages,715,88.8,93.1
Census Week,2020/21,Clackmannanshire,0-17 years,0,0,69
Census Week,2020/21,Clackmannanshire,18-64 years,145,64.4,78.7
Census Week,2020/21,Clackmannanshire,65-74 years,125,100,94.3
Census Week,2020/21,Clackmannanshire,75-84 years,240,100,97.2
Census Week,2020/21,Clackmannanshire,85+ years,210,100,97.5
Census Week,2020/21,Clackmannanshire,Unknown,0,0,0
Census Week,2020/21,Comhairle nan Eilean Siar,All Ages,325,100,93.1
Census Week,2020/21,Comhairle nan Eilean Siar,0-17 years,0,0,69
Census Week,2020/21,Comhairle nan Eilean Siar,18-64 years,30,100,78.7
Census Week,2020/21,Comhairle nan Eilean Siar,65-74 years,55,100,94.3
Census Week,2020/21,Comhairle nan Eilean Siar,75-84 years,95,100,97.2
Census Week,2020/21,Comhairle nan Eilean Siar,85+ years,140,100,97.5
Census Week,2020/21,Comhairle nan Eilean Siar,Unknown,0,0,0
Census Week,2020/21,Dumfries and Galloway,All Ages,2030,91.6,93.1
Census Week,2020/21,Dumfries and Galloway,0-17 years,5,20,69
Census Week,2020/21,Dumfries and Galloway,18-64 years,530,79.7,78.7
Census Week,2020/21,Dumfries and Galloway,65-74 years,310,92.5,94.3
Census Week,2020/21,Dumfries and Galloway,75-84 years,575,99.1,97.2
Census Week,2020/21,Dumfries and Galloway,85+ years,610,100,97.5
Census Week,2020/21,Dumfries and Galloway,Unknown,0,0,0
Census Week,2020/21,Dundee City,All Ages,1650,92.4,93.1
Census Week,2020/21,Dundee City,0-17 years,0,0,69
Census Week,2020/21,Dundee City,18-64 years,265,82.8,78.7
Census Week,2020/21,Dundee City,65-74 years,275,88.7,94.3
Census Week,2020/21,Dundee City,75-84 years,525,97.2,97.2
Census Week,2020/21,Dundee City,85+ years,585,95.9,97.5
Census Week,2020/21,Dundee City,Unknown,0,0,0
Census Week,2020/21,East Ayrshire,All Ages,1495,87.2,93.1
Census Week,2020/21,East Ayrshire,0-17 years,0,0,69
Census Week,2020/21,East Ayrshire,18-64 years,220,62,78.7
Census Week,2020/21,East Ayrshire,65-74 years,235,87,94.3
Census Week,2020/21,East Ayrshire,75-84 years,550,94.8,97.2
Census Week,2020/21,East Ayrshire,85+ years,490,96.1,97.5
Census Week,2020/21,East Ayrshire,Unknown,0,0,0
Census Week,2020/21,East Dunbartonshire,All Ages,1235,100,93.1
Census Week,2020/21,East Dunbartonshire,0-17 years,20,100,69
Census Week,2020/21,East Dunbartonshire,18-64 years,110,100,78.7
Census Week,2020/21,East Dunbartonshire,65-74 years,150,100,94.3
Census Week,2020/21,East Dunbartonshire,75-84 years,430,100,97.2
Census Week,2020/21,East Dunbartonshire,85+ years,525,100,97.5
Census Week,2020/21,East Dunbartonshire,Unknown,0,0,0
Census Week,2020/21,East Lothian,All Ages,1060,84.1,93.1
Census Week,2020/21,East Lothian,0-17 years,0,0,69
Census Week,2020/21,East Lothian,18-64 years,200,52.6,78.7
Census Week,2020/21,East Lothian,65-74 years,160,91.4,94.3
Census Week,2020/21,East Lothian,75-84 years,310,96.9,97.2
Census Week,2020/21,East Lothian,85+ years,385,100,97.5
Census Week,2020/21,East Lothian,Unknown,0,0,0
Census Week,2020/21,East Renfrewshire,All Ages,1075,90.7,93.1
Census Week,2020/21,East Renfrewshire,0-17 years,0,0,69
Census Week,2020/21,East Renfrewshire,18-64 years,90,66.7,78.7
Census Week,2020/21,East Renfrewshire,65-74 years,130,83.9,94.3
Census Week,2020/21,East Renfrewshire,75-84 years,350,94.6,97.2
Census Week,2020/21,East Renfrewshire,85+ years,500,95.2,97.5
Census Week,2020/21,East Renfrewshire,Unknown,0,0,0
Census Week,2020/21,Falkirk,All Ages,1750,99.4,93.1
Census Week,2020/21,Falkirk,0-17 years,10,100,69
Census Week,2020/21,Falkirk,18-64 years,215,100,78.7
Census Week,2020/21,Falkirk,65-74 years,285,100,94.3
Census Week,2020/21,Falkirk,75-84 years,590,100,97.2
Census Week,2020/21,Falkirk,85+ years,655,99.2,97.5
Census Week,2020/21,Falkirk,Unknown,0,0,0
Census Week,2020/21,Fife,All Ages,3385,100,93.1
Census Week,2020/21,Fife,0-17 years,10,100,69
