time_period,financial_quarter,sending_location,age_group,measure,value,scotland_value
Financial Quarter,2019/20 Q3,Argyll and Bute,85+ years,Number of Hours,68135,2348655
Financial Quarter,2019/20 Q3,Argyll and Bute,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2019/20 Q3,Argyll and Bute,Unknown,Number of People,0,0
Financial Quarter,2019/20 Q3,Argyll and Bute,Unknown,Number of Hours,0,0
Financial Quarter,2019/20 Q3,City of Edinburgh,All Ages,"Rate per 1,000 Population",9.7,12.3
Financial Quarter,2019/20 Q3,City of Edinburgh,All Ages,Number of People,5090,67120
Financial Quarter,2019/20 Q3,City of Edinburgh,All Ages,Number of Hours,1294905,9411145
Financial Quarter,2019/20 Q3,City of Edinburgh,0-17 years,"Rate per 1,000 Population",0.1,0.2
Financial Quarter,2019/20 Q3,City of Edinburgh,0-17 years,Number of People,5,175
Financial Quarter,2019/20 Q3,City of Edinburgh,0-17 years,Number of Hours,485,25385
Financial Quarter,2019/20 Q3,City of Edinburgh,18-64 years,"Rate per 1,000 Population",4.8,3.7
Financial Quarter,2019/20 Q3,City of Edinburgh,18-64 years,Number of People,1710,12405
Financial Quarter,2019/20 Q3,City of Edinburgh,18-64 years,Number of Hours,707800,3685470
Financial Quarter,2019/20 Q3,City of Edinburgh,65-74 years,"Rate per 1,000 Population",16.2,17.5
Financial Quarter,2019/20 Q3,City of Edinburgh,65-74 years,Number of People,695,10130
Financial Quarter,2019/20 Q3,City of Edinburgh,65-74 years,Number of Hours,156005,1284165
Financial Quarter,2019/20 Q3,City of Edinburgh,75-84 years,"Rate per 1,000 Population",45.1,62.1
Financial Quarter,2019/20 Q3,City of Edinburgh,75-84 years,Number of People,1130,21045
Financial Quarter,2019/20 Q3,City of Edinburgh,75-84 years,Number of Hours,178145,2067465
Financial Quarter,2019/20 Q3,City of Edinburgh,85+ years,"Rate per 1,000 Population",136,183.9
Financial Quarter,2019/20 Q3,City of Edinburgh,85+ years,Number of People,1555,23370
Financial Quarter,2019/20 Q3,City of Edinburgh,85+ years,Number of Hours,252470,2348655
Financial Quarter,2019/20 Q3,City of Edinburgh,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2019/20 Q3,City of Edinburgh,Unknown,Number of People,0,0
Financial Quarter,2019/20 Q3,City of Edinburgh,Unknown,Number of Hours,0,0
Financial Quarter,2019/20 Q3,Clackmannanshire,All Ages,"Rate per 1,000 Population",16.9,12.3
Financial Quarter,2019/20 Q3,Clackmannanshire,All Ages,Number of People,870,67120
Financial Quarter,2019/20 Q3,Clackmannanshire,All Ages,Number of Hours,140700,9411145
Financial Quarter,2019/20 Q3,Clackmannanshire,0-17 years,"Rate per 1,000 Population",0,0.2
Financial Quarter,2019/20 Q3,Clackmannanshire,0-17 years,Number of People,0,175
Financial Quarter,2019/20 Q3,Clackmannanshire,0-17 years,Number of Hours,930,25385
Financial Quarter,2019/20 Q3,Clackmannanshire,18-64 years,"Rate per 1,000 Population",6.9,3.7
Financial Quarter,2019/20 Q3,Clackmannanshire,18-64 years,Number of People,215,12405
Financial Quarter,2019/20 Q3,Clackmannanshire,18-64 years,Number of Hours,64280,3685470
Financial Quarter,2019/20 Q3,Clackmannanshire,65-74 years,"Rate per 1,000 Population",19.6,17.5
Financial Quarter,2019/20 Q3,Clackmannanshire,65-74 years,Number of People,120,10130
Financial Quarter,2019/20 Q3,Clackmannanshire,65-74 years,Number of Hours,16710,1284165
Financial Quarter,2019/20 Q3,Clackmannanshire,75-84 years,"Rate per 1,000 Population",84.9,62.1
Financial Quarter,2019/20 Q3,Clackmannanshire,75-84 years,Number of People,280,21045
Financial Quarter,2019/20 Q3,Clackmannanshire,75-84 years,Number of Hours,29750,2067465
Financial Quarter,2019/20 Q3,Clackmannanshire,85+ years,"Rate per 1,000 Population",243.7,183.9
Financial Quarter,2019/20 Q3,Clackmannanshire,85+ years,Number of People,250,23370
Financial Quarter,2019/20 Q3,Clackmannanshire,85+ years,Number of Hours,29025,2348655
Financial Quarter,2019/20 Q3,Clackmannanshire,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2019/20 Q3,Clackmannanshire,Unknown,Number of People,0,0
Financial Quarter,2019/20 Q3,Clackmannanshire,Unknown,Number of Hours,0,0
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,All Ages,"Rate per 1,000 Population",14.8,12.3
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,All Ages,Number of People,395,67120
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,All Ages,Number of Hours,23765,9411145
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,0-17 years,"Rate per 1,000 Population",0,0.2
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,0-17 years,Number of People,0,175
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,0-17 years,Number of Hours,0,25385
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,18-64 years,"Rate per 1,000 Population",2.3,3.7
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,18-64 years,Number of People,35,12405
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,18-64 years,Number of Hours,2830,3685470
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,65-74 years,"Rate per 1,000 Population",16.4,17.5
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,65-74 years,Number of People,60,10130
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,65-74 years,Number of Hours,3275,1284165
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,75-84 years,"Rate per 1,000 Population",43.5,62.1
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,75-84 years,Number of People,100,21045
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,75-84 years,Number of Hours,5770,2067465
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,85+ years,"Rate per 1,000 Population",215.1,183.9
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,85+ years,Number of People,200,23370
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,85+ years,Number of Hours,11890,2348655
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,Unknown,Number of People,0,0
Financial Quarter,2019/20 Q3,Comhairle nan Eilean Siar,Unknown,Number of Hours,0,0
Financial Quarter,2019/20 Q3,Dumfries and Galloway,All Ages,"Rate per 1,000 Population",16.2,12.3
Financial Quarter,2019/20 Q3,Dumfries and Galloway,All Ages,Number of People,2410,67120
Financial Quarter,2019/20 Q3,Dumfries and Galloway,All Ages,Number of Hours,459025,9411145
Financial Quarter,2019/20 Q3,Dumfries and Galloway,0-17 years,"Rate per 1,000 Population",1,0.2
Financial Quarter,2019/20 Q3,Dumfries and Galloway,0-17 years,Number of People,25,175
Financial Quarter,2019/20 Q3,Dumfries and Galloway,0-17 years,Number of Hours,2225,25385
Financial Quarter,2019/20 Q3,Dumfries and Galloway,18-64 years,"Rate per 1,000 Population",7.7,3.7
Financial Quarter,2019/20 Q3,Dumfries and Galloway,18-64 years,Number of People,645,12405
Financial Quarter,2019/20 Q3,Dumfries and Galloway,18-64 years,Number of Hours,248240,3685470
Financial Quarter,2019/20 Q3,Dumfries and Galloway,65-74 years,"Rate per 1,000 Population",15.9,17.5
Financial Quarter,2019/20 Q3,Dumfries and Galloway,65-74 years,Number of People,335,10130
Financial Quarter,2019/20 Q3,Dumfries and Galloway,65-74 years,Number of Hours,54330,1284165
Financial Quarter,2019/20 Q3,Dumfries and Galloway,75-84 years,"Rate per 1,000 Population",50,62.1
Financial Quarter,2019/20 Q3,Dumfries and Galloway,75-84 years,Number of People,645,21045
Financial Quarter,2019/20 Q3,Dumfries and Galloway,75-84 years,Number of Hours,70285,2067465
Financial Quarter,2019/20 Q3,Dumfries and Galloway,85+ years,"Rate per 1,000 Population",164.1,183.9
Financial Quarter,2019/20 Q3,Dumfries and Galloway,85+ years,Number of People,760,23370
Financial Quarter,2019/20 Q3,Dumfries and Galloway,85+ years,Number of Hours,83940,2348655
Financial Quarter,2019/20 Q3,Dumfries and Galloway,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2019/20 Q3,Dumfries and Galloway,Unknown,Number of People,0,0
Financial Quarter,2019/20 Q3,Dumfries and Galloway,Unknown,Number of Hours,0,0
Financial Quarter,2019/20 Q3,Dundee City,All Ages,"Rate per 1,000 Population",12.3,12.3
Financial Quarter,2019/20 Q3,Dundee City,All Ages,Number of People,1840,67120
Financial Quarter,2019/20 Q3,Dundee City,All Ages,Number of Hours,247295,9411145
Financial Quarter,2019/20 Q3,Dundee City,0-17 years,"Rate per 1,000 Population",0,0.2
Financial Quarter,2019/20 Q3,Dundee City,0-17 years,Number of People,0,175
Financial Quarter,2019/20 Q3,Dundee City,0-17 years,Number of Hours,0,25385
Financial Quarter,2019/20 Q3,Dundee City,18-64 years,"Rate per 1,000 Population",2.9,3.7
Financial Quarter,2019/20 Q3,Dundee City,18-64 years,Number of People,275,12405
Financial Quarter,2019/20 Q3,Dundee City,18-64 years,Number of Hours,54340,3685470
Financial Quarter,2019/20 Q3,Dundee City,65-74 years,"Rate per 1,000 Population",22.1,17.5
Financial Quarter,2019/20 Q3,Dundee City,65-74 years,Number of People,305,10130
Financial Quarter,2019/20 Q3,Dundee City,65-74 years,Number of Hours,38340,1284165
Financial Quarter,2019/20 Q3,Dundee City,75-84 years,"Rate per 1,000 Population",68.8,62.1
Financial Quarter,2019/20 Q3,Dundee City,75-84 years,Number of People,590,21045
Financial Quarter,2019/20 Q3,Dundee City,75-84 years,Number of Hours,70550,2067465
Financial Quarter,2019/20 Q3,Dundee City,85+ years,"Rate per 1,000 Population",181.7,183.9
Financial Quarter,2019/20 Q3,Dundee City,85+ years,Number of People,670,23370
Financial Quarter,2019/20 Q3,Dundee City,85+ years,Number of Hours,84065,2348655
Financial Quarter,2019/20 Q3,Dundee City,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2019/20 Q3,Dundee City,Unknown,Number of People,0,0
Financial Quarter,2019/20 Q3,Dundee City,Unknown,Number of Hours,0,0
Financial Quarter,2019/20 Q3,East Ayrshire,All Ages,"Rate per 1,000 Population",16.1,12.3
Financial Quarter,2019/20 Q3,East Ayrshire,All Ages,Number of People,1960,67120
Financial Quarter,2019/20 Q3,East Ayrshire,All Ages,Number of Hours,180205,9411145
Financial Quarter,2019/20 Q3,East Ayrshire,0-17 years,"Rate per 1,000 Population",0,0.2
Financial Quarter,2019/20 Q3,East Ayrshire,0-17 years,Number of People,0,175
Financial Quarter,2019/20 Q3,East Ayrshire,0-17 years,Number of Hours,0,25385
Financial Quarter,2019/20 Q3,East Ayrshire,18-64 years,"Rate per 1,000 Population",3.9,3.7
Financial Quarter,2019/20 Q3,East Ayrshire,18-64 years,Number of People,290,12405
Financial Quarter,2019/20 Q3,East Ayrshire,18-64 years,Number of Hours,75025,3685470
Financial Quarter,2019/20 Q3,East Ayrshire,65-74 years,"Rate per 1,000 Population",21.7,17.5
Financial Quarter,2019/20 Q3,East Ayrshire,65-74 years,Number of People,310,10130
Financial Quarter,2019/20 Q3,East Ayrshire,65-74 years,Number of Hours,18240,1284165
Financial Quarter,2019/20 Q3,East Ayrshire,75-84 years,"Rate per 1,000 Population",90.8,62.1
Financial Quarter,2019/20 Q3,East Ayrshire,75-84 years,Number of People,725,21045
Financial Quarter,2019/20 Q3,East Ayrshire,75-84 years,Number of Hours,49065,2067465
Financial Quarter,2019/20 Q3,East Ayrshire,85+ years,"Rate per 1,000 Population",236.9,183.9
Financial Quarter,2019/20 Q3,East Ayrshire,85+ years,Number of People,640,23370
Financial Quarter,2019/20 Q3,East Ayrshire,85+ years,Number of Hours,37880,2348655
Financial Quarter,2019/20 Q3,East Ayrshire,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2019/20 Q3,East Ayrshire,Unknown,Number of People,0,0
Financial Quarter,2019/20 Q3,East Ayrshire,Unknown,Number of Hours,0,0
Financial Quarter,2019/20 Q3,East Dunbartonshire,All Ages,"Rate per 1,000 Population",13.6,12.3
Financial Quarter,2019/20 Q3,East Dunbartonshire,All Ages,Number of People,1480,67120
Financial Quarter,2019/20 Q3,East Dunbartonshire,All Ages,Number of Hours,153580,9411145
Financial Quarter,2019/20 Q3,East Dunbartonshire,0-17 years,"Rate per 1,000 Population",1.2,0.2
Financial Quarter,2019/20 Q3,East Dunbartonshire,0-17 years,Number of People,25,175
Financial Quarter,2019/20 Q3,East Dunbartonshire,0-17 years,Number of Hours,3205,25385
Financial Quarter,2019/20 Q3,East Dunbartonshire,18-64 years,"Rate per 1,000 Population",1.9,3.7
Financial Quarter,2019/20 Q3,East Dunbartonshire,18-64 years,Number of People,120,12405
Financial Quarter,2019/20 Q3,East Dunbartonshire,18-64 years,Number of Hours,19275,3685470
Financial Quarter,2019/20 Q3,East Dunbartonshire,65-74 years,"Rate per 1,000 Population",13.3,17.5
Financial Quarter,2019/20 Q3,East Dunbartonshire,65-74 years,Number of People,170,10130
Financial Quarter,2019/20 Q3,East Dunbartonshire,65-74 years,Number of Hours,18655,1284165
Financial Quarter,2019/20 Q3,East Dunbartonshire,75-84 years,"Rate per 1,000 Population",60.3,62.1
Financial Quarter,2019/20 Q3,East Dunbartonshire,75-84 years,Number of People,505,21045
Financial Quarter,2019/20 Q3,East Dunbartonshire,75-84 years,Number of Hours,47120,2067465
Financial Quarter,2019/20 Q3,East Dunbartonshire,85+ years,"Rate per 1,000 Population",195.3,183.9
Financial Quarter,2019/20 Q3,East Dunbartonshire,85+ years,Number of People,655,23370
Financial Quarter,2019/20 Q3,East Dunbartonshire,85+ years,Number of Hours,65325,2348655
Financial Quarter,2019/20 Q3,East Dunbartonshire,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2019/20 Q3,East Dunbartonshire,Unknown,Number of People,0,0
Financial Quarter,2019/20 Q3,East Dunbartonshire,Unknown,Number of Hours,0,0
Financial Quarter,2019/20 Q3,East Lothian,All Ages,"Rate per 1,000 Population",14,12.3
Financial Quarter,2019/20 Q3,East Lothian,All Ages,Number of People,1495,67120
Financial Quarter,2019/20 Q3,East Lothian,All Ages,Number of Hours,258205,9411145
Financial Quarter,2019/20 Q3,East Lothian,0-17 years,"Rate per 1,000 Population",0.2,0.2
Financial Quarter,2019/20 Q3,East Lothian,0-17 years,Number of People,5,175
Financial Quarter,2019/20 Q3,East Lothian,0-17 years,Number of Hours,455,25385
Financial Quarter,2019/20 Q3,East Lothian,18-64 years,"Rate per 1,000 Population",6.1,3.7
Financial Quarter,2019/20 Q3,East Lothian,18-64 years,Number of People,390,12405
Financial Quarter,2019/20 Q3,East Lothian,18-64 years,Number of Hours,135630,3685470
Financial Quarter,2019/20 Q3,East Lothian,65-74 years,"Rate per 1,000 Population",16.9,17.5
Financial Quarter,2019/20 Q3,East Lothian,65-74 years,Number of People,200,10130
Financial Quarter,2019/20 Q3,East Lothian,65-74 years,Number of Hours,37020,1284165
Financial Quarter,2019/20 Q3,East Lothian,75-84 years,"Rate per 1,000 Population",57.1,62.1
Financial Quarter,2019/20 Q3,East Lothian,75-84 years,Number of People,410,21045
Financial Quarter,2019/20 Q3,East Lothian,75-84 years,Number of Hours,39130,2067465
Financial Quarter,2019/20 Q3,East Lothian,85+ years,"Rate per 1,000 Population",182.1,183.9
Financial Quarter,2019/20 Q3,East Lothian,85+ years,Number of People,490,23370
Financial Quarter,2019/20 Q3,East Lothian,85+ years,Number of Hours,45970,2348655
Financial Quarter,2019/20 Q3,East Lothian,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2019/20 Q3,East Lothian,Unknown,Number of People,0,0
Financial Quarter,2019/20 Q3,East Lothian,Unknown,Number of Hours,0,0
Financial Quarter,2019/20 Q3,East Renfrewshire,All Ages,"Rate per 1,000 Population",12.4,12.3
Financial Quarter,2019/20 Q3,East Renfrewshire,All Ages,Number of People,1185,67120
Financial Quarter,2019/20 Q3,East Renfrewshire,All Ages,Number of Hours,116820,9411145
Financial Quarter,2019/20 Q3,East Renfrewshire,0-17 years,"Rate per 1,000 Population",0,0.2
Financial Quarter,2019/20 Q3,East Renfrewshire,0-17 years,Number of People,0,175
Financial Quarter,2019/20 Q3,East Renfrewshire,0-17 years,Number of Hours,70,25385
Financial Quarter,2019/20 Q3,East Renfrewshire,18-64 years,"Rate per 1,000 Population",2.3,3.7
Financial Quarter,2019/20 Q3,East Renfrewshire,18-64 years,Number of People,125,12405
Financial Quarter,2019/20 Q3,East Renfrewshire,18-64 years,Number of Hours,12505,3685470
Financial Quarter,2019/20 Q3,East Renfrewshire,65-74 years,"Rate per 1,000 Population",15,17.5
Financial Quarter,2019/20 Q3,East Renfrewshire,65-74 years,Number of People,150,10130
Financial Quarter,2019/20 Q3,East Renfrewshire,65-74 years,Number of Hours,13715,1284165
Financial Quarter,2019/20 Q3,East Renfrewshire,75-84 years,"Rate per 1,000 Population",56.1,62.1
Financial Quarter,2019/20 Q3,East Renfrewshire,75-84 years,Number of People,360,21045
Financial Quarter,2019/20 Q3,East Renfrewshire,75-84 years,Number of Hours,38460,2067465
Financial Quarter,2019/20 Q3,East Renfrewshire,85+ years,"Rate per 1,000 Population",195.1,183.9
Financial Quarter,2019/20 Q3,East Renfrewshire,85+ years,Number of People,545,23370
Financial Quarter,2019/20 Q3,East Renfrewshire,85+ years,Number of Hours,52075,2348655
Financial Quarter,2019/20 Q3,East Renfrewshire,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2019/20 Q3,East Renfrewshire,Unknown,Number of People,0,0
Financial Quarter,2019/20 Q3,East Renfrewshire,Unknown,Number of Hours,0,0
Financial Quarter,2019/20 Q3,Falkirk,All Ages,"Rate per 1,000 Population",13.2,12.3
Financial Quarter,2019/20 Q3,Falkirk,All Ages,Number of People,2130,67120
Financial Quarter,2019/20 Q3,Falkirk,All Ages,Number of Hours,171045,9411145
Financial Quarter,2019/20 Q3,Falkirk,0-17 years,"Rate per 1,000 Population",0.5,0.2
Financial Quarter,2019/20 Q3,Falkirk,0-17 years,Number of People,15,175
Financial Quarter,2019/20 Q3,Falkirk,0-17 years,Number of Hours,1395,25385
Financial Quarter,2019/20 Q3,Falkirk,18-64 years,"Rate per 1,000 Population",2.3,3.7
Financial Quarter,2019/20 Q3,Falkirk,18-64 years,Number of People,230,12405
Financial Quarter,2019/20 Q3,Falkirk,18-64 years,Number of Hours,18860,3685470
Financial Quarter,2019/20 Q3,Falkirk,65-74 years,"Rate per 1,000 Population",18.6,17.5
Financial Quarter,2019/20 Q3,Falkirk,65-74 years,Number of People,320,10130
Financial Quarter,2019/20 Q3,Falkirk,65-74 years,Number of Hours,25290,1284165
Financial Quarter,2019/20 Q3,Falkirk,75-84 years,"Rate per 1,000 Population",76.3,62.1
Financial Quarter,2019/20 Q3,Falkirk,75-84 years,Number of People,750,21045
Financial Quarter,2019/20 Q3,Falkirk,75-84 years,Number of Hours,58535,2067465
Financial Quarter,2019/20 Q3,Falkirk,85+ years,"Rate per 1,000 Population",238.2,183.9
Financial Quarter,2019/20 Q3,Falkirk,85+ years,Number of People,815,23370
Financial Quarter,2019/20 Q3,Falkirk,85+ years,Number of Hours,66970,2348655
Financial Quarter,2019/20 Q3,Falkirk,Unknown,"Rate per 1,000 Population",0,0
Financial Quarter,2019/20 Q3,Falkirk,Unknown,Number of People,0,0
Financial Quarter,2019/20 Q3,Falkirk,Unknown,Number of Hours,0,0
Financial Quarter,2019/20 Q3,Fife,All Ages,"Rate per 1,000 Population",9.8,12.3
Financial Quarter,2019/20 Q3,Fife,All Ages,Number of People,3645,67120
Financial Quarter,2019/20 Q3,Fife,All Ages,Number of Hours,838670,9411145
Financial Quarter,2019/20 Q3,Fife,0-17 years,"Rate per 1,000 Population",0.1,0.2
