financial_year,sending_location,age_group,sds_support_services,nclient,rate
2018/19,West Lothian,65-74 years,Private,135,313.95348837209303
2018/19,West Lothian,75-84 years,Private,205,277.02702702702703
2018/19,West Lothian,85+ years,Private,170,293.10344827586204
2018/19,West Lothian,Unknown,Private,5,500
2018/19,West Lothian,All Ages,Voluntary,0,0
2018/19,West Lothian,0-17 years,Voluntary,0,0
2018/19,West Lothian,18-64 years,Voluntary,0,0
2018/19,West Lothian,65-74 years,Voluntary,0,0
2018/19,West Lothian,75-84 years,Voluntary,0,0
2018/19,West Lothian,85+ years,Voluntary,0,0
2018/19,West Lothian,Unknown,Voluntary,0,0
2018/19,West Lothian,All Ages,Other,0,0
2018/19,West Lothian,0-17 years,Other,0,0
2018/19,West Lothian,18-64 years,Other,0,0
2018/19,West Lothian,65-74 years,Other,0,0
2018/19,West Lothian,75-84 years,Other,0,0
2018/19,West Lothian,85+ years,Other,0,0
2018/19,West Lothian,Unknown,Other,0,0
2018/19,West Lothian,All Ages,Not Known,0,0
2018/19,West Lothian,0-17 years,Not Known,0,0
2018/19,West Lothian,18-64 years,Not Known,0,0
2018/19,West Lothian,65-74 years,Not Known,0,0
2018/19,West Lothian,75-84 years,Not Known,0,0
2018/19,West Lothian,85+ years,Not Known,0,0
2018/19,West Lothian,Unknown,Not Known,0,0
2019/20,West Lothian,All Ages,Local Authority,1915,769.0763052208836
2019/20,West Lothian,0-17 years,Local Authority,5,83.33333333333333
2019/20,West Lothian,18-64 years,Local Authority,560,691.358024691358
2019/20,West Lothian,65-74 years,Local Authority,315,818.1818181818182
2019/20,West Lothian,75-84 years,Local Authority,555,828.3582089552239
2019/20,West Lothian,85+ years,Local Authority,470,854.5454545454545
2019/20,West Lothian,Unknown,Local Authority,10,1000
2019/20,West Lothian,All Ages,Personal Assistance Contract,195,78.3132530120482
2019/20,West Lothian,0-17 years,Personal Assistance Contract,55,916.6666666666666
2019/20,West Lothian,18-64 years,Personal Assistance Contract,100,123.45679012345678
2019/20,West Lothian,65-74 years,Personal Assistance Contract,15,38.96103896103896
2019/20,West Lothian,75-84 years,Personal Assistance Contract,15,22.388059701492537
2019/20,West Lothian,85+ years,Personal Assistance Contract,5,9.09090909090909
2019/20,West Lothian,Unknown,Personal Assistance Contract,0,0
2019/20,West Lothian,All Ages,Private,690,277.10843373493975
2019/20,West Lothian,0-17 years,Private,5,83.33333333333333
2019/20,West Lothian,18-64 years,Private,290,358.02469135802465
2019/20,West Lothian,65-74 years,Private,105,272.7272727272727
2019/20,West Lothian,75-84 years,Private,170,253.7313432835821
2019/20,West Lothian,85+ years,Private,115,209.09090909090907
2019/20,West Lothian,Unknown,Private,5,500
2019/20,West Lothian,All Ages,Voluntary,0,0
